Action,C|C,D|C,C|D,D|D
0.0,0.85,0.15,0.0,1.0
1.0,0.56,0.44,0.02,0.98

0.0,0.83,0.17,0.0,1.0
1.0,0.55,0.45,0.02,0.98

0.0,0.86,0.14,0.0,1.0
1.0,0.54,0.46,0.03,0.97

0.0,0.87,0.13,0.0,1.0
1.0,0.53,0.47,0.03,0.97

0.0,0.87,0.13,0.0,1.0
1.0,0.52,0.48,0.03,0.97

0.0,0.85,0.15,0.0,1.0
1.0,0.55,0.45,0.02,0.98

0.0,0.84,0.16,0.0,1.0
1.0,0.54,0.46,0.02,0.98

0.0,0.85,0.15,0.0,1.0
1.0,0.53,0.47,0.03,0.97

0.0,0.85,0.15,0.0,1.0
1.0,0.53,0.47,0.03,0.97

0.0,0.88,0.12,0.0,1.0
1.0,0.51,0.49,0.03,0.97

